OD,Dia.,Lg. Max,Min.,Max.,"Rate, lbs./mm",Rate N/mm,Material,Pkg. Qty.,Part Number,Pkg.,Lg.
25.4,3.7592,196.596,8.06,89.61,1.433149606,6.374967057,302 Stainless Steel,1,1942N965,21.12,139.70
28.575,2.159,422.91,1.57,17.47,0.055748031,0.247979599,302 Stainless Steel,1,1942N976,11.85,139.70
28.575,3.175,250.952,4.59,51.02,0.416496063,1.85266679,302 Stainless Steel,1,1942N994,16.45,139.70
44.45,3.7592,268.732,4.82,53.59,0.377165354,1.677715082,302 Stainless Steel,1,8897N159,17.45,139.70
44.45,5.2578,199.136,12.15,135.09,2.072677165,9.219727368,302 Stainless Steel,1,8897N175,24.2,139.70
9.144,1.143,301.498,0.75,8.5,0.052480315,0.233444071,302 Stainless Steel,3,9433K805,15.59,152.40
9.144,1.2446,273.558,1,11,0.082007874,0.364789198,302 Stainless Steel,3,9433K824,15.59,152.40
9.144,1.4732,228.854,1.57,17.51,0.20988189,0.933601159,302 Stainless Steel,3,9433K859,16.7,152.40
15.875,1.8288,287.02,3,18,0.11015748,0.490004885,302 Stainless Steel,1,9433K524,15.35,152.40
16.2814,2.032,258.318,4.77,26.38,0.189370079,0.842360078,302 Stainless Steel,1,94135K38,7.99,152.40
18.542,2.3368,239.776,7.59,33.97,0.254724409,1.133070624,302 Stainless Steel,1,94135K39,9.23,152.40
19.05,1.905,305.054,2,14.8,0.083818898,0.372845032,302 Stainless Steel,1,9433K349,15.46,152.40
19.05,2.3114,261.62,6,29,0.212598425,0.94568491,302 Stainless Steel,1,9433K525,17.88,152.40
19.05,2.413,264.414,3.09,34.33,0.278779528,1.24007312,302 Stainless Steel,1,1942N816,12.17,152.40
19.05,2.921,219.71,5.22,58.05,0.783818898,3.486600163,302 Stainless Steel,1,1942N836,14.4,152.40
21.336,2.6924,241.046,10.13,43.69,0.356299213,1.584897859,302 Stainless Steel,1,94135K87,10.08,152.40
21.59,2.159,348.742,2,21.57,0.10496063,0.466888143,302 Stainless Steel,1,1942N874,10.82,152.40
22.225,2.159,292.608,2.4,18,0.111181102,0.494558183,302 Stainless Steel,1,9433K353,16.12,152.40
22.225,3.048,206.502,15.55,49.74,0.633464567,2.817790779,302 Stainless Steel,1,94135K78,10.57,152.40
24.384,3.0734,233.426,13.19,55.23,0.487007874,2.166318952,302 Stainless Steel,1,94135K42,10.66,152.40
25.4,2.413,355.6,2.25,24.99,0.118070866,0.525205379,302 Stainless Steel,1,1942N901,10.88,152.40
25.4,2.667,311.15,3.17,35.19,0.203346457,0.904530104,302 Stainless Steel,1,1942N914,13.28,152.40
25.4,2.921,278.638,4.08,45.23,0.327952756,1.458806538,302 Stainless Steel,1,1942N927,15.18,152.40
25.4,3.175,254.254,5.09,56.54,0.50503937,2.246527043,302 Stainless Steel,1,1942N94,17.5,152.40
25.4,3.429,235.204,6.3,69.96,0.767401575,3.413572273,302 Stainless Steel,1,1942N953,20.32,152.40
25.4,3.7592,217.17,8.06,89.61,1.262637795,5.616492733,302 Stainless Steel,1,1942N966,19.47,152.40
28.575,2.159,478.536,1.57,17.47,0.049212598,0.218908544,302 Stainless Steel,1,1942N977,12.52,152.40
28.575,3.175,279.908,4.59,51.02,0.364015748,1.619222719,302 Stainless Steel,1,1942N995,16.15,152.40
31.75,2.921,339.852,3.3,36.68,0.177086614,0.787720505,302 Stainless Steel,1,8897N112,17.35,152.40
31.75,3.429,278.892,5.15,57.16,0.40996063,1.823595735,302 Stainless Steel,1,8897N121,20.77,152.40
31.75,3.7592,252.984,6.62,73.62,0.665748031,2.961394784,302 Stainless Steel,1,8897N13,21.12,152.40
38.1,3.175,352.044,3.5,38.85,0.177086614,0.787720505,302 Stainless Steel,1,8897N137,18.05,152.40
38.1,3.7592,286.004,5.58,62.05,0.423070866,1.881912972,302 Stainless Steel,1,8897N145,20.18,152.40
38.1,4.4958,238.76,9.14,101.54,1.072401575,4.770279865,302 Stainless Steel,1,8897N153,21.51,152.40
44.45,5.2578,224.282,12.15,135.09,1.708622047,7.600329523,302 Stainless Steel,1,8897N176,30.16,152.40
50.8,4.4958,267.208,6.97,77.43,0.613267717,2.727950713,302 Stainless Steel,1,8897N183,22.45,152.40
50.8,5.2578,232.918,10.73,119.22,1.347874016,5.995642332,302 Stainless Steel,1,8897N191,26.86,152.40
12.7,1.3716,358.14,2,9.9,0.043267717,0.192464392,302 Stainless Steel,1,9433K581,15.39,165.10
19.05,2.3114,251.968,7.03,25.97,0.218110236,0.970202667,302 Stainless Steel,1,94135K63,12.53,165.10
19.05,3.048,201.93,20.8,57.56,0.995275591,4.427206395,302 Stainless Steel,1,94135K62,13.59,165.10
25.4,2.413,377.952,2.25,24.99,0.108228346,0.48142367,302 Stainless Steel,1,1942N902,16.45,165.10
25.4,2.667,343.408,3.17,35.19,0.180393701,0.802431159,302 Stainless Steel,1,1942N915,15.58,165.10
25.4,3.175,278.892,5.09,56.54,0.452559055,2.013082971,302 Stainless Steel,1,1942N941,20.32,165.10
31.75,2.413,502.412,1.94,21.54,0.059015748,0.262515126,302 Stainless Steel,1,8897N105,16.4,165.10
38.1,4.4958,264.414,9.14,101.54,0.931377953,4.142975541,302 Stainless Steel,1,8897N154,28.26,165.10
50.8,5.2578,262.89,10.73,119.22,1.108464567,4.930696046,302 Stainless Steel,1,8897N192,31.11,165.10
7.9248,1.1938,267.97,3,12,0.094212598,0.419078517,302 Stainless Steel,1,9433K526,9.37,171.45
36.0934,3.048,417.83,5,33,0.114409449,0.508918583,302 Stainless Steel,1,9433K582,33.03,171.45
25.4,2.413,414.782,2.25,24.99,0.09511811,0.423106434,302 Stainless Steel,1,1942N903,14.8,177.80
25.4,2.667,374.142,3.17,35.19,0.163976378,0.729403269,302 Stainless Steel,1,1942N916,17.5,177.80
25.4,2.921,333.502,4.08,45.23,0.265629921,1.181580757,302 Stainless Steel,1,1942N929,16.15,177.80
25.4,3.175,303.53,5.09,56.54,0.40996063,1.823595735,302 Stainless Steel,1,1942N942,20.32,177.80
25.4,3.7592,258.064,8.06,89.61,1.016653543,4.522300267,302 Stainless Steel,1,1942N968,25.68,177.80
27.0002,2.667,345.44,6.1,25.58,0.133858268,0.59543124,302 Stainless Steel,1,94135K64,10.54,177.80
28.575,2.159,589.28,1.57,17.47,0.039370079,0.175126835,302 Stainless Steel,1,1942N979,16.07,177.80
28.575,2.667,424.434,2.83,31.49,0.11480315,0.510669852,302 Stainless Steel,1,1942N988,16.93,177.80
38.1,3.7592,353.06,5.58,62.05,0.321377953,1.429560356,302 Stainless Steel,1,8897N147,24.3,177.80
31.75,2.413,610.616,1.94,21.54,0.045905512,0.20419789,302 Stainless Steel,1,8897N106,18.1,190.50
31.75,3.429,368.3,5.15,57.16,0.291889764,1.298390357,302 Stainless Steel,1,8897N124,25.48,190.50
31.75,3.7592,331.216,6.62,73.62,0.475551181,2.115357043,302 Stainless Steel,1,8897N133,26.75,190.50
38.1,3.7592,386.588,5.58,62.05,0.288582677,1.283679702,302 Stainless Steel,1,8897N148,28.02,190.50
16.2814,2.032,348.488,5.77,26.38,0.138188976,0.614695192,302 Stainless Steel,1,94135K45,9.99,203.20
18.542,2.3368,345.948,7.59,33.94,0.17480315,0.777563149,302 Stainless Steel,1,94135K46,11.08,203.20
21.336,2.6924,331.47,10.13,43.71,0.246062992,1.09454272,302 Stainless Steel,1,94135K92,12.23,203.20
24.384,3.0734,323.342,13.19,55.24,0.329133858,1.464060343,302 Stainless Steel,1,94135K93,13.77,203.20
25.4,2.413,486.41,2.25,24.99,0.078700787,0.350078544,302 Stainless Steel,1,1942N904,18.33,203.20
25.4,2.667,437.642,3.17,35.19,0.137755906,0.612768797,302 Stainless Steel,1,1942N917,20.32,203.20
25.4,3.175,352.806,5.09,56.54,0.344370079,1.531834428,302 Stainless Steel,1,1942N943,24.35,203.20
25.4,3.429,325.628,6.3,69.96,0.521456693,2.319554933,302 Stainless Steel,1,1942N956,26.03,203.20
25.4,3.7592,297.942,8.06,89.61,0.859251969,3.822143179,302 Stainless Steel,1,1942N969,28.26,203.20
27.0002,3.429,289.306,16.95,56.67,0.461417323,2.052486509,302 Stainless Steel,1,94135K85,25.76,203.20
38.1,3.175,530.606,3.5,38.85,0.108228346,0.48142367,302 Stainless Steel,1,8897N141,26.1,203.20
38.1,3.7592,420.116,5.58,62.05,0.259094488,1.152509703,302 Stainless Steel,1,8897N149,27.22,203.20
38.1,4.4958,341.63,9.14,101.54,0.665748031,2.961394784,302 Stainless Steel,1,8897N157,33.02,203.20
44.45,5.2578,325.628,12.15,135.09,1.003543307,4.46398303,302 Stainless Steel,1,8897N18,47.97,203.20
50.8,4.4958,422.148,6.97,77.43,0.321377953,1.429560356,302 Stainless Steel,1,8897N187,37.56,203.20
50.8,5.2578,353.314,10.73,119.22,0.721496063,3.209374383,302 Stainless Steel,1,8897N195,37.56,203.20
25.4,2.667,388.62,6.95,30.34,0.135433071,0.602436313,302 Stainless Steel,1,94135K86,19.31,215.90
25.4,2.413,557.784,2.25,24.99,0.068858268,0.306296835,302 Stainless Steel,1,1942N905,18.33,228.60
25.4,2.667,501.142,3.17,35.19,0.118070866,0.525205379,302 Stainless Steel,1,1942N918,18.75,228.60
25.4,2.921,444.754,4.08,45.23,0.19019685,0.846037741,302 Stainless Steel,1,1942N931,18.4,228.60
25.4,3.175,402.336,5.09,56.54,0.29515748,1.312925884,302 Stainless Steel,1,1942N944,24.35,228.60
25.4,3.429,370.586,6.3,69.96,0.449291339,1.998547444,302 Stainless Steel,1,1942N957,26.03,228.60
25.4,3.7592,339.09,8.06,89.61,0.737913386,3.282402273,302 Stainless Steel,1,1942N97,30.08,228.60
44.45,3.7592,567.182,4.82,53.59,0.144291339,0.641839851,302 Stainless Steel,1,8897N165,32.95,228.60
44.45,4.4958,447.294,7.91,87.89,0.367322835,1.633933373,302 Stainless Steel,1,8897N173,38.05,228.60
44.45,5.2578,376.174,12.15,135.09,0.832992126,3.70533358,302 Stainless Steel,1,8897N181,47.97,228.60
50.8,5.2578,413.766,10.73,119.22,0.587047244,2.61131624,302 Stainless Steel,1,8897N196,50.07,228.60
47.625,3.7592,381,7.25,19.4,0.451968504,2.010456069,302 Stainless Steel,1,94135K69,36.89,254.00
50.8,4.4958,577.342,6.97,77.43,0.216456693,0.96284734,302 Stainless Steel,1,8897N189,45.27,254.00
50.8,5.2578,473.964,10.73,119.22,0.491929134,2.188209806,302 Stainless Steel,1,8897N197,54.97,254.00
11.0998,1.0414,582.422,0.9,4.07,0.00984252,0.043781709,302 Stainless Steel,1,9433K401,11.57,260.35
19.05,3.7592,292.1,46.22,78.59,1.703543307,7.577738161,302 Stainless Steel,1,9433K412,18.74,273.05
38.1,3.429,641.858,8.2,40.45,0.095669291,0.42555821,302 Stainless Steel,1,94135K68,43.11,304.80
12.7,1.3716,914.4,2,9.9,0.016496063,0.073378144,302 Stainless Steel,1,9433K552,13.32,406.40
25.4,1.5748,2802.382,0.73,5.82,0.002362205,0.01050761,302 Stainless Steel,1,9433K413,18.77,647.70
1.6002,0.1778,9.144,0.02,0.12,0.032795276,0.145880654,316 Stainless Steel,2,4992N101,17.02,6.35
1.6002,0.2286,8.128,0.05,0.26,0.121338583,0.539740906,316 Stainless Steel,2,4992N103,17.02,6.35
1.6002,0.2286,10.16,0.05,0.52,0.121338583,0.539740906,302 Stainless Steel,3,7749N003,13.05,6.35
1.6002,0.2794,8.636,0.08,0.91,0.364015748,1.619222719,302 Stainless Steel,3,7749N004,12.58,6.35
1.9812,0.2794,7.7216,0.07,0.36,0.248110236,1.103649316,316 Stainless Steel,1,4992N895,5.46,6.35
1.6002,0.1778,11.938,0.02,0.12,0.022952756,0.102098945,316 Stainless Steel,2,4992N105,16.4,7.95
1.6002,0.1778,18.542,0.02,0.27,0.022952756,0.102098945,302 Stainless Steel,3,7749N005,12.58,7.95
1.6002,0.2032,15.24,0.03,0.37,0.045905512,0.20419789,302 Stainless Steel,3,7749N006,12.58,7.95
1.6002,0.2286,9.8298,0.05,0.21,0.106299213,0.472842455,316 Stainless Steel,1,4992N867,5.46,7.95
1.6002,0.2286,13.208,0.05,0.52,0.088543307,0.393860252,302 Stainless Steel,3,7749N007,12.58,7.95
1.6002,0.2794,11.176,0.08,0.91,0.259094488,1.152509703,302 Stainless Steel,3,7749N008,12.58,7.95
1.9812,0.2286,11.1506,0.04,0.19,0.057440945,0.255510053,316 Stainless Steel,1,4992N888,5.46,7.95
1.9812,0.2794,10.0076,0.07,0.36,0.165708661,0.73710885,316 Stainless Steel,1,4992N896,5.46,7.95
1.6002,0.2032,19.05,0.03,0.37,0.036062992,0.160416181,302 Stainless Steel,3,7749N01,13.9,9.53
1.6002,0.2286,16.51,0.05,0.52,0.068858268,0.306296835,302 Stainless Steel,3,7749N011,12.83,9.53
2.3876,0.254,14.478,0.04,0.23,0.039370079,0.175126835,316 Stainless Steel,2,4992N111,16.4,9.53
2.3876,0.254,21.336,0.04,0.5,0.039370079,0.175126835,302 Stainless Steel,3,7749N013,12.83,9.53
2.3876,0.2794,13.716,0.05,0.31,0.062322835,0.27722578,316 Stainless Steel,2,4992N112,17.02,9.53
2.3876,0.2794,18.288,0.05,0.58,0.062322835,0.27722578,302 Stainless Steel,3,7749N014,12.58,9.53
2.3876,0.3048,16.764,0.08,0.83,0.10496063,0.466888143,302 Stainless Steel,3,7749N015,12.58,9.53
2.3876,0.3302,15.24,0.08,0.96,0.150866142,0.671086033,302 Stainless Steel,3,7749N016,12.58,9.53
2.3876,0.3556,11.938,0.14,0.65,0.232834646,1.035700104,316 Stainless Steel,2,4992N114,16.4,9.53
2.3876,0.4064,13.208,0.16,1.79,0.465708661,2.071575334,302 Stainless Steel,3,7749N018,12.83,9.53
2.7686,0.3556,12.1412,0.11,0.51,0.184645669,0.821344857,316 Stainless Steel,1,4992N948,5.46,9.53
3.048,0.4064,11.938,0.17,0.75,0.259094488,1.152509703,316 Stainless Steel,2,4992N116,15.88,9.53
3.048,0.4064,14.478,0.17,1.33,0.259094488,1.152509703,302 Stainless Steel,5,7749N019,17.47,9.53
3.048,0.4572,13.208,0.17,1.83,0.472244094,2.100646389,302 Stainless Steel,5,7749N02,18.37,9.53
1.9812,0.1778,20.2438,0.02,0.09,0.009094488,0.040454299,316 Stainless Steel,1,4992N877,5.46,11.13
2.7686,0.254,18.2118,0.04,0.18,0.024133858,0.10735275,316 Stainless Steel,1,4992N921,5.46,11.13
2.7686,0.3048,15.9258,0.07,0.32,0.062362205,0.277400907,316 Stainless Steel,1,4992N935,5.46,11.13
1.6002,0.1778,18.288,0.02,0.12,0.013110236,0.058317236,316 Stainless Steel,2,4992N118,17.02,12.70
1.6002,0.1778,19.812,0.02,0.12,0.013110236,0.058317236,316 Stainless Steel,2,4992N123,17.02,12.70
1.6002,0.1778,27.686,0.03,0.22,0.012598425,0.056040587,302 Stainless Steel,1,9065K565,5.94,12.70
1.6002,0.1778,33.274,0.02,0.27,0.013110236,0.058317236,302 Stainless Steel,3,7749N031,12.58,12.70
1.6002,0.2032,26.67,0.03,0.37,0.022952756,0.102098945,302 Stainless Steel,3,7749N032,13.9,12.70
1.6002,0.2286,19.558,0.05,0.52,0.055748031,0.247979599,302 Stainless Steel,3,7749N023,13.05,12.70
1.6002,0.2286,22.86,0.05,0.52,0.045905512,0.20419789,302 Stainless Steel,3,7749N033,13.05,12.70
1.9812,0.1778,23.6728,0.02,0.09,0.007559055,0.033624352,316 Stainless Steel,1,4992N878,5.46,12.70
2.3876,0.254,31.242,0.04,0.5,0.026220472,0.116634472,302 Stainless Steel,3,7749N035,12.58,12.70
2.3876,0.2794,22.098,0.05,0.58,0.049212598,0.218908544,302 Stainless Steel,3,7749N026,13.05,12.70
2.3876,0.2794,26.162,0.05,0.58,0.039370079,0.175126835,302 Stainless Steel,3,7749N036,12.58,12.70
2.3876,0.3048,24.13,0.08,0.83,0.065590551,0.291761308,302 Stainless Steel,3,7749N037,12.58,12.70
2.3876,0.3302,21.59,0.08,0.96,0.098385827,0.437641961,302 Stainless Steel,3,7749N038,12.83,12.70
2.3876,0.4064,14.8082,0.16,0.79,0.362204724,1.611166884,316 Stainless Steel,1,4992N916,5.46,12.70
3.048,0.3556,23.876,0.1,0.86,0.066929134,0.29771562,302 Stainless Steel,1,9065K566,4.91,12.70
3.048,0.4064,20.828,0.17,1.33,0.150866142,0.671086033,302 Stainless Steel,5,7749N041,17.15,12.70
3.048,0.4572,18.796,0.17,1.83,0.282047244,1.254608648,302 Stainless Steel,5,7749N042,18.92,12.70
3.048,0.508,17.272,0.25,2.5,0.49519685,2.202745334,302 Stainless Steel,5,7749N043,17.8,12.70
3.175,0.3556,17.0434,0.1,0.38,0.078740157,0.35025367,316 Stainless Steel,1,4992N955,5.64,12.70
3.175,0.3556,18.542,0.15,0.63,0.081889764,0.364263817,302 Stainless Steel,6,94135K424,13.07,12.70
3.175,0.4572,16.002,0.41,1.52,0.327165354,1.455304001,302 Stainless Steel,6,94135K672,13.07,12.70
4.572,0.5588,16.002,0.17,1.26,0.344370079,1.531834428,316 Stainless Steel,2,4992N132,16.48,12.70
4.572,0.5588,18.542,0.17,2.26,0.359055118,1.597156737,302 Stainless Steel,3,9065K413,7.3,12.70
4.572,0.6604,14.986,0.33,2.12,0.796929134,3.544917399,316 Stainless Steel,2,4992N133,16.48,12.70
4.572,0.6604,16.764,0.33,3.5,0.796929134,3.544917399,302 Stainless Steel,5,7749N044,17.47,12.70
4.572,0.7874,15.494,0.5,5.66,1.948031496,8.665275808,302 Stainless Steel,5,7749N045,17.8,12.70
4.7752,0.4064,18.288,0.11,0.63,0.094094488,0.418553136,302 Stainless Steel,3,94135K212,9.78,12.70
4.7752,0.508,15.494,0.28,1.2,0.319291339,1.420278634,302 Stainless Steel,3,94135K218,9.78,12.70
6.096,0.6604,13.97,0.25,1.53,0.947795276,4.216003432,316 Stainless Steel,2,4992N135,16.48,12.70
6.096,0.6604,15.24,0.25,2.75,0.947795276,4.216003432,302 Stainless Steel,5,7749N046,18.92,12.70
3.175,0.3556,19.558,0.1,0.38,0.06496063,0.288959278,316 Stainless Steel,1,4992N956,5.64,14.30
1.6002,0.2032,34.036,0.03,0.37,0.019685039,0.087563418,302 Stainless Steel,3,7749N047,12.58,15.88
1.9812,0.2032,27.051,0.03,0.13,0.011377953,0.050611655,316 Stainless Steel,1,4992N884,5.46,15.88
1.9812,0.2286,24.4856,0.04,0.19,0.021299213,0.094743618,316 Stainless Steel,1,4992N892,5.46,15.88
1.9812,0.2794,21.336,0.07,0.36,0.062677165,0.278801922,316 Stainless Steel,1,4992N9,5.46,15.88
2.3876,0.3048,30.988,0.08,0.83,0.049212598,0.218908544,302 Stainless Steel,3,7749N052,12.58,15.88
2.3876,0.3556,25.654,0.14,1.25,0.111496063,0.495959197,302 Stainless Steel,3,7749N054,12.58,15.88
2.3876,0.4064,23.114,0.16,1.79,0.222992126,0.991918395,302 Stainless Steel,3,7749N055,13.05,15.88
3.048,0.3556,31.75,0.08,0.93,0.052480315,0.233444071,302 Stainless Steel,5,7749N056,17.47,15.88
3.048,0.4064,27.178,0.17,1.33,0.108228346,0.48142367,302 Stainless Steel,5,7749N057,17.15,15.88
3.048,0.4572,20.32,0.17,1.08,0.20003937,0.88981945,316 Stainless Steel,2,4992N144,16.18,15.88
3.048,0.4572,24.13,0.17,1.83,0.20003937,0.88981945,302 Stainless Steel,5,7749N058,17.8,15.88
3.048,0.5588,20.574,0.29,3.24,0.60015748,2.669633477,302 Stainless Steel,5,7749N06,17.47,15.88
3.175,0.3556,24.892,0.15,0.63,0.053543307,0.238172496,302 Stainless Steel,3,94135K127,9.84,15.88
4.572,0.3556,44.45,0.06,0.64,0.019685039,0.087563418,302 Stainless Steel,5,7749N061,17.47,15.88
4.572,0.4572,23.622,0.12,0.68,0.072165354,0.321007489,316 Stainless Steel,2,4992N148,17.55,15.88
4.572,0.4572,31.877,0.12,1.35,0.07519685,0.334492255,302 Stainless Steel,3,9065K11,7.3,15.88
4.572,0.508,28.194,0.16,1.73,0.124606299,0.554276434,302 Stainless Steel,5,7749N062,17.8,15.88
4.572,0.5588,25.781,0.17,2.26,0.215354331,0.957943789,302 Stainless Steel,3,9065K33,7.3,15.88
4.572,0.6096,20.066,0.26,1.65,0.324685039,1.44427101,316 Stainless Steel,2,4992N151,16.48,15.88
4.572,0.6096,23.876,0.26,2.87,0.324685039,1.44427101,302 Stainless Steel,5,7749N063,18.92,15.88
4.572,0.6604,22.352,0.33,3.5,0.491929134,2.188209806,302 Stainless Steel,5,7749N064,17.15,15.88
4.572,0.7366,20.955,0.45,5.06,0.906692913,4.033171016,302 Stainless Steel,3,9065K53,7.3,15.88
4.572,0.7874,20.066,0.5,5.66,1.239645669,5.514218661,302 Stainless Steel,5,7749N065,17.47,15.88
4.572,0.8636,19.05,0.67,7.47,2.026732283,9.015354352,302 Stainless Steel,5,7749N066,17.8,15.88
4.7752,0.4064,27.94,0.11,0.63,0.043700787,0.194390787,302 Stainless Steel,3,94135K213,9.84,15.88
4.7752,0.508,22.098,0.28,1.2,0.14488189,0.644466754,302 Stainless Steel,3,94135K222,9.84,15.88
6.096,0.4572,32.639,0.1,1.03,0.054724409,0.243426301,302 Stainless Steel,3,9065K176,7.3,15.88
6.096,0.5588,26.924,0.16,1.72,0.141023622,0.627304324,302 Stainless Steel,5,7749N067,17.47,15.88
6.096,0.6604,19.812,0.25,1.53,0.318110236,1.415024829,316 Stainless Steel,2,4992N158,16.48,15.88
6.096,0.6604,23.622,0.25,2.75,0.318110236,1.415024829,302 Stainless Steel,5,7749N068,17.15,15.88
6.096,0.7366,22.225,0.35,3.91,0.564566929,2.511318817,302 Stainless Steel,3,9065K111,7.3,15.88
6.096,0.7874,21.336,0.42,4.41,0.747716535,3.326008855,302 Stainless Steel,5,7749N069,18.92,15.88
6.096,0.8636,20.32,0.54,5.83,1.180629921,5.251703535,302 Stainless Steel,5,7749N07,17.15,15.88
6.096,0.9398,19.685,0.7,7.56,1.871259843,8.323778479,302 Stainless Steel,3,9065K415,7.3,15.88
6.096,1.0414,18.796,1,9,2.637795276,11.73349796,302 Stainless Steel,1,9065K585,4.91,16.00
1.6002,0.2032,27.94,0.03,0.18,0.016417323,0.07302789,316 Stainless Steel,2,4992N163,18.12,19.05
1.6002,0.2032,41.656,0.03,0.37,0.016417323,0.07302789,302 Stainless Steel,3,7749N071,13.05,19.05
1.6002,0.2286,35.56,0.05,0.52,0.029527559,0.131345126,302 Stainless Steel,3,7749N072,13.05,19.05
1.6002,0.2794,24.13,0.08,0.49,0.082007874,0.364789198,316 Stainless Steel,2,4992N164,16.4,19.05
1.9812,0.2032,33.0454,0.03,0.13,0.009094488,0.040454299,316 Stainless Steel,1,4992N885,5.46,19.05
1.9812,0.2286,29.8196,0.04,0.19,0.017007874,0.075654793,316 Stainless Steel,1,4992N893,5.46,19.05
2.3876,0.254,50.8,0.04,0.5,0.013110236,0.058317236,302 Stainless Steel,3,7749N074,13.9,19.05
2.3876,0.3048,38.1,0.08,0.83,0.039370079,0.175126835,302 Stainless Steel,3,7749N076,12.58,19.05
2.3876,0.3556,31.242,0.14,1.25,0.088543307,0.393860252,302 Stainless Steel,3,7749N078,13.05,19.05
2.3876,0.4064,28.448,0.16,1.79,0.173818898,0.773184978,302 Stainless Steel,3,7749N079,13.05,19.05
3.175,0.3556,30.988,0.15,0.63,0.03976378,0.176878104,302 Stainless Steel,3,94135K142,9.84,19.05
3.175,0.4064,27.178,0.26,0.94,0.082283465,0.366015086,302 Stainless Steel,3,94135K163,9.84,19.05
3.175,0.4572,24.638,0.41,1.29,0.157480315,0.700507341,302 Stainless Steel,3,94135K174,9.84,19.05
3.175,0.508,23.114,0.58,1.73,0.283464567,1.260913214,302 Stainless Steel,3,94135K178,9.84,19.05
3.175,0.5842,21.59,0.98,2.55,0.625590551,2.782765412,302 Stainless Steel,3,94135K183,9.84,19.05
4.572,0.3556,38.608,0.06,0.31,0.013110236,0.058317236,316 Stainless Steel,2,4992N174,16.48,19.05
4.572,0.3556,60.96,0.06,0.64,0.013110236,0.058317236,302 Stainless Steel,5,7749N08,17.47,19.05
4.572,0.4572,30.48,0.12,0.68,0.049212598,0.218908544,316 Stainless Steel,2,4992N175,16.18,19.05
4.572,0.4572,42.164,0.12,1.35,0.051181102,0.227664886,302 Stainless Steel,3,9065K13,7.3,19.05
4.572,0.508,27.94,0.16,0.94,0.088543307,0.393860252,316 Stainless Steel,2,4992N176,17.55,19.05
4.572,0.508,34.29,0.2,1.5,0.090551181,0.402791721,302 Stainless Steel,1,9065K572,4.91,19.05
4.572,0.5588,26.67,0.17,1.26,0.144291339,0.641839851,316 Stainless Steel,2,4992N177,16.48,19.05
4.572,0.5588,33.274,0.17,2.26,0.150393701,0.668984511,302 Stainless Steel,3,9065K35,7.3,19.05
4.572,0.6096,29.972,0.3,2.7,0.216535433,0.963197594,302 Stainless Steel,1,9065K576,4.91,19.05
4.572,0.6604,24.13,0.33,2.12,0.347637795,1.546369955,316 Stainless Steel,2,4992N179,16.18,19.05
4.572,0.6604,27.178,0.4,3.2,0.334645669,1.4885781,302 Stainless Steel,1,9065K578,4.91,19.05
4.572,0.7366,23.114,0.43,2.98,0.61984252,2.757196894,316 Stainless Steel,2,4992N18,16.48,19.05
4.572,0.7366,26.162,0.45,5.06,0.646456693,2.875582635,302 Stainless Steel,3,9065K55,7.3,19.05
4.572,0.7874,24.892,0.5,5.66,0.888740157,3.953313179,302 Stainless Steel,5,7749N081,17.8,19.05
